"MatchToPred","MatchToPrey","Pred","Prey","Year","Date","Site","Area","CensusID","ObservationType","Counter","PredSize","PreySize","EstimatedPreySize","Drilling","DayNight","TideZone","PossibleChaemoPred","ObsComment","Temp","N","ConLevel","Window","Type","logIntC","logPredSizeC","logPreySizeC","logTempC","IntC","PredSizeC","PreySizeC","TempC","R2","Sigma","Pvalue","htime"
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",48.3,26,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,7.88311605973651
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",2004,"6/16/04","MatakitakiakupeCapePalliser","Area_02",143,"Systematic Census","Mark_Novak",52,23,FALSE,FALSE,"Day","General_Unspecified",FALSE,"upturned next to it, but both in small pool and dentic is very clean",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,4.35886016782972
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",43,25.1,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,10.8059699678728
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",38.4,22,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,11.2820495012617
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",42,23,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,9.27058698945655
"Haustrum haustorium","Cellana denticulata","Haustrum haustorium","Cellana denticulata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",43.8,24.9,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,23,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06,9.90778831825508
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",2004,"5/6/04","OaroSouth","Area_01",23,"Systematic Census","Mark_Novak",34,14,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,12.6065175504419
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",2004,"5/7/04","FirstBay","Area_02",31,"Systematic Census","Mark_Novak",38,25,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,27.749104339912
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",39.9,15.4,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,11.6123580183078
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",2004,"6/30/04","CharlestonJoyceBay","Area_02",186,"Systematic Census","Mark_Novak",47,15,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,8.70533217768149
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",2004,"5/7/04","FirstBay","Area_01",29,"Systematic Census","Mark_Novak",23,11,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,15.197151641451
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",41.8,21,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,18.0565608720173
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",40,15.9,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,12.1942895050243
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",42,12,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,7.13082828746708
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",38.6,13.5,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,9.82218333352399
"Haustrum haustorium","Cellana ornata","Haustrum haustorium","Cellana ornata",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",40,17,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,36,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07,13.6150211476315
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/6/04","Leigh - Waterfall Rocks","Area_06",106,"Systematic Census","Mark_Novak",52,23,FALSE,FALSE,"Day","General_Unspecified",FALSE,"limpet upturned next to Haustrum",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,9.02323004667026
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/28/04","TaurangaHeadSWcorner","General",175,"Systematic Census","Mark_Novak",39,24,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,14.8508507248839
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/16/04","MatakitakiakupeCapePalliser","Area_02",143,"Systematic Census","Mark_Novak",32,19,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,11.4705422782673
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","Leigh - Waterfall Rocks","Area_09",250,"Systematic Census","Paine",52.9,21.8,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,7.79436309974677
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"5/28/04","Opunake","Area_01",55,"Systematic Census","Mark_Novak",52,22,FALSE,FALSE,"Day","General_Unspecified",FALSE,"not currently feeding: shell found upturned next to Haustrum - could only have been prey",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,8.15142820179405
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"2/20/69","LeighTabletopRocksandBoulders","General",246,"Systematic Census","Paine",53,36,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,24.4678945518958
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"11/23/68","LeighTabletopRocksandBoulders","General",240,"Systematic Census","Paine",37,17,FALSE,FALSE,"Day","General_Unspecified",FALSE,"completely digested",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,7.26584650376438
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/6/04","Leigh - Waterfall Rocks","Area_05",105,"Systematic Census","Mark_Novak",34,12,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,3.68721152226491
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/16/04","MatakitakiakupeCapePalliser","Area_02",143,"Systematic Census","Mark_Novak",31,14,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,5.96543894040141
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","Leigh - Waterfall Rocks","Area_02",249,"Systematic Census","Paine",50.9,22.4,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,8.75111323540187
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"1/22/69","KaikouraPaine's","General",247,"Systematic Census","Paine",39.1,24.1,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,14.9392562048425
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"11/23/68","LeighTabletopRocksandBoulders","General",240,"Systematic Census","Paine",54,13,FALSE,FALSE,"Day","General_Unspecified",FALSE,"semi-digested",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,2.3233981880697
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","LeighGoatIslandReserve","Area_02",253,"Systematic Census","Paine",37.8,23.5,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,14.7832140119457
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Atalacmea fragilis",2004,"5/28/04","Opunake","Area_01",55,"Systematic Census","Mark_Novak",34,13,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,4.42749778272971
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","LeighGoatIslandReserve","Area_02",253,"Systematic Census","Paine",30.1,10.9,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,3.50754282191523
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/7/04","Leigh - Waterfall Rocks","Area_10",109,"Systematic Census","Mark_Novak",29,14,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,6.54654181613496
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/16/04","MatakitakiakupeCapePalliser","Area_02",143,"Systematic Census","Mark_Novak",30,11,FALSE,FALSE,"Day","General_Unspecified",FALSE,"upturned next to it",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,3.59818417652774
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/20/69","Leigh - Waterfall Rocks","General",257,"Systematic Census","Paine",27.8,12.2,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,5.06958707279441
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/20/69","Leigh - Waterfall Rocks","General",257,"Systematic Census","Paine",34.2,15.4,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,6.46835005834832
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"2/20/69","Leigh - Waterfall Rocks","General",245,"Systematic Census","Paine",39,26,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,17.8324753703537
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","Leigh - Waterfall Rocks","Area_02",249,"Systematic Census","Paine",51.7,31.3,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,18.3969688793301
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/5/04","Leigh - Waterfall Rocks","Area_12",104,"Systematic Census","Mark_Novak",31,16,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,8.09472678567116
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"11/23/68","LeighTabletopRocksandBoulders","General",240,"Systematic Census","Paine",39,19,FALSE,FALSE,"Day","General_Unspecified",FALSE,"completely digested",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,8.70635381430733
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/6/04","Leigh - Waterfall Rocks","Area_08",108,"Systematic Census","Mark_Novak",30,13,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,5.27135122016798
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",2004,"6/6/04","Leigh - Waterfall Rocks","Area_07",107,"Systematic Census","Mark_Novak",42,15,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,4.57413103171738
"Haustrum haustorium","Cellana radians","Haustrum haustorium","Cellana radians",1969,"3/7/69","Leigh - Waterfall Rocks","Area_02",249,"Systematic Census","Paine",44,17.5,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,25,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07,6.09787067234543
