"Date","Site","Zone","Quad_Size","Quad","Species","Count","Year","Density"
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,4,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,5,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,6,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,7,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,8,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,9,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,10,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,11,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,12,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,13,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,14,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,15,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,1,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,2,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,3,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,4,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,5,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,6,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,7,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,8,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,9,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,10,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,11,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,12,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,13,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,14,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,15,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,1,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,2,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,3,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,4,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,5,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,6,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,7,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,8,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,9,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,10,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,11,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,12,"Turbo smaragdus",3,1969,33.3333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,13,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,14,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,15,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,1,"Turbo smaragdus",3,1969,33.3333333333333
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,2,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,3,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,4,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,5,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,6,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,7,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,8,"Turbo smaragdus",2,1969,22.2222222222222
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,9,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,10,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,11,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,12,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,13,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,14,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,15,"Turbo smaragdus",4,1969,44.4444444444444
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,1,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,2,"Turbo smaragdus",4,1969,44.4444444444444
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,3,"Turbo smaragdus",3,1969,33.3333333333333
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,4,"Turbo smaragdus",2,1969,22.2222222222222
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,5,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,6,"Turbo smaragdus",0,1969,0
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,7,"Turbo smaragdus",4,1969,44.4444444444444
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,8,"Turbo smaragdus",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,9,"Turbo smaragdus",11,1969,122.222222222222
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,10,"Turbo smaragdus",4,1969,44.4444444444444
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,11,"Turbo smaragdus",3,1969,33.3333333333333
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,12,"Turbo smaragdus",8,1969,88.8888888888889
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,13,"Turbo smaragdus",8,1969,88.8888888888889
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,1,"Turbo smaragdus",4,1969,44.4444444444444
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,2,"Turbo smaragdus",4,1969,44.4444444444444
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,3,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,4,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,5,"Turbo smaragdus",1,1969,11.1111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,6,"Turbo smaragdus",11,1969,122.222222222222
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,7,"Turbo smaragdus",7,1969,77.7777777777778
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,8,"Turbo smaragdus",1,1969,11.1111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,9,"Turbo smaragdus",2,1969,22.2222222222222
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,10,"Turbo smaragdus",4,1969,44.4444444444444
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,11,"Turbo smaragdus",6,1969,66.6666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,12,"Turbo smaragdus",1,1969,11.1111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,13,"Turbo smaragdus",6,1969,66.6666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,14,"Turbo smaragdus",3,1969,33.3333333333333
"8-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Oyster Level",0.09,15,"Turbo smaragdus",4,1969,44.4444444444444
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,1,"Turbo smaragdus",14,1969,155.555555555556
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,2,"Turbo smaragdus",26,1969,288.888888888889
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,3,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,4,"Turbo smaragdus",2,1969,22.2222222222222
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,5,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,6,"Turbo smaragdus",12,1969,133.333333333333
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,7,"Turbo smaragdus",7,1969,77.7777777777778
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,8,"Turbo smaragdus",29,1969,322.222222222222
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,9,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,10,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,11,"Turbo smaragdus",8,1969,88.8888888888889
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,12,"Turbo smaragdus",1,1969,11.1111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,13,"Turbo smaragdus",2,1969,22.2222222222222
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,14,"Turbo smaragdus",1,1969,11.1111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Oyster Level",0.09,15,"Turbo smaragdus",0,1969,0
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,1,"Turbo smaragdus",17,1969,188.888888888889
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,2,"Turbo smaragdus",25,1969,277.777777777778
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,3,"Turbo smaragdus",37,1969,411.111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,4,"Turbo smaragdus",14,1969,155.555555555556
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,5,"Turbo smaragdus",15,1969,166.666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,6,"Turbo smaragdus",8,1969,88.8888888888889
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,7,"Turbo smaragdus",15,1969,166.666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,8,"Turbo smaragdus",9,1969,100
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,9,"Turbo smaragdus",9,1969,100
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,10,"Turbo smaragdus",24,1969,266.666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,11,"Turbo smaragdus",43,1969,477.777777777778
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,12,"Turbo smaragdus",31,1969,344.444444444444
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,13,"Turbo smaragdus",24,1969,266.666666666667
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,14,"Turbo smaragdus",37,1969,411.111111111111
"8-Mar-69","Red Beach - Whangaparaoa","Transect #3 - Hormosira Zone",0.09,15,"Turbo smaragdus",15,1969,166.666666666667
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,1,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,2,"Turbo smaragdus",2,1969,22.2222222222222
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,3,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,4,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,5,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,6,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,7,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,8,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,9,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,10,"Turbo smaragdus",4,1969,44.4444444444444
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,11,"Turbo smaragdus",6,1969,66.6666666666667
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,12,"Turbo smaragdus",11,1969,122.222222222222
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,13,"Turbo smaragdus",15,1969,166.666666666667
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,14,"Turbo smaragdus",21,1969,233.333333333333
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,15,"Turbo smaragdus",5,1969,55.5555555555556
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,1,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,2,"Turbo smaragdus",3,1969,33.3333333333333
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,3,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,4,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,5,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,6,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,7,"Turbo smaragdus",3,1969,33.3333333333333
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,8,"Turbo smaragdus",3,1969,33.3333333333333
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,9,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,10,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,11,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,12,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,13,"Turbo smaragdus",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,14,"Turbo smaragdus",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,15,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,1,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,2,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,3,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,4,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,5,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,6,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,7,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,8,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,9,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,10,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,11,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,12,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,13,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,14,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,15,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,1,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,2,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,3,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,4,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,5,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,6,"Turbo smaragdus",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,7,"Turbo smaragdus",1,1969,11.1111111111111
